protein_id	DePP_85	PhageRBPdetect	DepoScope	DepoRanker	SpikeHunter	dbCAN	IPR	phold_glycan_tailspike	total_sources
GCF_003195695.1__phage10__37	1	1	1	1	1	1	1	1	8
GCF_017291635.1__phage31__3	1	1	1	1	1	1	1	1	8
GCF_017291635.1__phage0__116	1	1	1	1	1	1	1	1	8
GCF_019928325.1__phage5__123	1	1	1	1	1	1	1	1	8
GCF_019928325.1__phage5__113	1	1	1	1	1	1	1	1	8
GCF_015209135.1__phage0__76	1	1	1	1	1	1	1	1	8
GCF_901420995.1__phage6__1395	1	1	1	1	1	1	1	1	8
GCF_901420995.1__phage6__1384	1	1	1	1	1	1	1	1	8
GCF_901420995.1__phage18__3837	1	1	1	1	1	1	1	1	8
GCF_910589455.1__phage13__2555	1	1	1	1	1	1	1	1	8
GCF_910589455.1__phage15__3455	1	1	1	1	1	1	1	1	8
GCF_015135515.1__phage11__2767	1	1	1	1	1	1	1	1	8
GCF_015135515.1__phage12__2889	1	1	1	1	1	1	1	1	8
GCF_015135515.1__phage8__1778	1	1	1	1	1	1	1	1	8
GCF_019930285.1__phage2__23	1	1	1	1	1	1	1	1	8
GCF_002119885.1__phage18__16	1	1	1	1	1	1	1	1	8
GCF_011075265.1__phage10__34	1	1	1	1	1	1	1	1	8
GCF_011075265.1__phage18__331	1	1	1	1	1	1	1	1	8
GCF_900451355.1__phage14__1338	1	1	1	1	1	1	1	1	8
GCF_003861475.1__phage13__4197	1	1	1	1	1	1	1	1	8
GCF_018310295.1__phage12__2	1	1	1	1	1	1	1	1	8
GCF_003401365.1__phage18__85	1	1	1	1	1	1	1	1	8
GCF_003401365.1__phage18__94	1	1	1	1	1	1	1	1	8
GCF_003031345.1__phage2__1259	1	1	1	1	1	1	1	1	8
GCF_018156285.1__phage1__1	1	1	1	1	1	1	1	1	8
GCF_002936335.2__phage3__112	1	1	1	1	1	1	1	1	8
GCF_016481475.1__phage16__37	1	1	1	1	1	1	1	1	8
GCF_001441285.1__phage17__3	1	1	1	1	1	1	1	1	8
GCF_001441285.1__phage16__261	1	1	1	1	1	1	1	1	8
GCF_001441285.1__phage16__258	1	1	1	1	1	1	1	1	8
GCF_004833925.1__phage4__0	1	1	1	1	1	1	1	1	8
GCF_014168655.1__phage6__2702	1	1	1	1	1	1	1	1	8
GCF_015290985.1__phage8__3126	1	1	1	1	1	1	1	1	8
GCF_018136965.1__phage13__27	1	1	1	1	1	1	1	1	8
GCF_014451315.1__phage12__24	1	1	1	1	1	1	1	1	8
GCF_014451315.1__phage12__12	1	1	1	1	1	1	1	1	8
GCF_021395885.1__phage9__334	1	1	1	1	1	1	1	1	8
GCF_002187405.1__phage5__71	1	1	1	1	1	1	1	1	8
GCF_002187405.1__phage8__64	1	1	1	1	1	1	1	1	8
GCF_902162375.1__phage9__4	1	1	1	1	1	1	1	1	8
GCF_013731735.1__phage0__265	1	1	1	1	1	1	1	1	8
GCF_013731735.1__phage0__262	1	1	1	1	1	1	1	1	8
GCF_013731735.1__phage15__2727	1	1	1	1	1	1	1	1	8
GCF_013731735.1__phage1__711	1	1	1	1	1	1	1	1	8
GCF_002854255.1__phage11__35	1	1	1	1	1	1	1	1	8
GCF_002854255.1__phage16__8	1	1	1	1	1	1	1	1	8
GCF_020695545.1__phage14__5070	1	1	1	1	1	1	1	1	8
GCF_020695545.1__phage14__5073	1	1	1	1	1	1	1	1	8
GCF_020695545.1__phage14__5054	1	1	1	1	1	1	1	1	8
GCF_020695545.1__phage5__1859	1	1	1	1	1	1	1	1	8
GCF_020695545.1__phage5__1871	1	1	1	1	1	1	1	1	8
GCF_020695545.1__phage1__384	1	1	1	1	1	1	1	1	8
GCF_020695545.1__phage1__438	1	1	1	1	1	1	1	1	8
GCF_018108925.1__phage2__1	1	1	1	1	1	1	1	1	8
GCF_018108925.1__phage2__3	1	1	1	1	1	1	1	1	8
GCF_903815585.1__phage1__54	1	1	1	1	1	1	1	1	8
GCF_900517385.1__phage10__196	1	1	1	1	1	1	1	1	8
GCF_003432265.1__phage11__2805	1	1	1	1	1	1	1	1	8
GCF_003432265.1__phage11__2818	1	1	1	1	1	1	1	1	8
GCF_003432265.1__phage12__3685	1	1	1	1	1	1	1	1	8
GCF_903815615.1__phage4__53	1	1	1	1	1	1	1	1	8
GCF_003196715.1__phage6__93	1	1	1	1	1	1	1	1	8
GCF_002417255.1__phage2__95	1	1	1	1	1	1	1	1	8
GCF_002903025.1__phage13__3993	1	1	1	1	1	1	1	1	8
GCF_002903025.1__phage13__4041	1	1	1	1	1	1	1	1	8
GCF_002903025.1__phage9__2434	1	1	1	1	1	1	1	1	8
GCF_002903025.1__phage7__2261	1	1	1	1	1	1	1	1	8
GCF_002903025.1__phage2__1490	1	1	1	1	1	1	1	1	8
GCF_002903025.1__phage3__1692	1	1	1	1	1	1	1	1	8
GCF_002903025.1__phage3__1700	1	1	1	1	1	1	1	1	8
GCF_019990775.1__phage3__230	1	1	1	1	1	1	1	1	8
GCF_001661895.1__phage18__69	1	1	1	1	1	1	1	1	8
GCF_001661895.1__phage1__66	1	1	1	1	1	1	1	1	8
GCF_001661895.1__phage1__51	1	1	1	1	1	1	1	1	8
GCF_020589755.1__phage9__195	1	1	1	1	1	1	1	1	8
GCF_900508605.1__phage0__56	1	1	1	1	1	1	1	1	8
GCF_902156085.1__phage0__64	1	1	1	1	1	1	1	1	8
GCF_900513175.1__phage1__54	1	1	1	1	1	1	1	1	8
GCF_018336375.1__phage1__702	1	1	1	1	1	1	1	1	8
GCF_019710705.1__phage20__4610	1	1	1	1	1	1	1	1	8
GCF_003196875.1__phage5__9	1	1	1	1	1	1	1	1	8
GCF_900509315.1__phage8__3	1	1	1	1	1	1	1	1	8
GCF_019930305.1__phage4__0	1	1	1	1	1	1	1	1	8
GCF_009646245.1__phage4__97	1	1	1	1	1	1	1	1	8
GCF_900509685.1__phage11__1468	1	1	1	1	1	1	1	1	8
GCF_900509685.1__phage11__1471	1	1	1	1	1	1	1	1	8
GCF_014189335.1__phage13__3197	1	1	1	1	1	1	1	1	8
GCF_014189335.1__phage14__3758	1	1	1	1	1	1	1	1	8
GCF_014189335.1__phage3__1199	1	1	1	1	1	1	1	1	8
GCF_002188025.1__phage26__17	1	1	1	1	1	1	1	1	8
GCF_002188025.1__phage12__155	1	1	1	1	1	1	1	1	8
GCF_002188025.1__phage30__127	1	1	1	1	1	1	1	1	8
GCF_002636215.1__phage11__2841	1	1	1	1	1	1	1	1	8
GCF_002636215.1__phage7__1767	1	1	1	1	1	1	1	1	8
GCF_002636215.1__phage12__2891	1	1	1	1	1	1	1	1	8
GCF_018137355.1__phage1__60	1	1	1	1	1	1	1	1	8
GCF_902704445.1__phage8__270	1	1	1	1	1	1	1	1	8
GCF_900509215.2__phage1__566	1	1	1	1	1	1	1	1	8
GCF_018137535.1__phage6__0	1	1	1	1	1	1	1	1	8
GCF_012952425.1__phage7__3371	1	1	1	1	1	1	1	1	8
GCF_012952425.1__phage8__3588	1	1	1	1	1	1	1	1	8
GCF_013811845.1__phage6__1790	1	1	1	1	1	1	1	1	8
GCF_013811845.1__phage1__640	1	1	1	1	1	1	1	1	8
GCF_018274705.1__phage15__4	1	1	1	1	1	1	1	1	8
GCF_018274705.1__phage8__677	1	1	1	1	1	1	1	1	8
GCF_001404095.1__phage6__125	1	1	1	1	1	1	1	1	8
GCF_003860895.1__phage5__3546	1	1	1	1	1	1	1	1	8
GCF_016652995.1__phage8__26	1	1	1	1	1	1	1	1	8
GCF_016652995.1__phage8__23	1	1	1	1	1	1	1	1	8
GCF_900498825.1__phage14__6	1	1	1	1	1	1	1	1	8
GCF_019401635.1__phage0__70	1	1	1	1	1	1	1	1	8
GCF_019660275.1__phage30__202	1	1	1	1	1	1	1	1	8
GCF_014285945.1__phage4__63	1	1	1	1	1	1	1	1	8
GCF_018324045.1__phage7__3377	1	1	1	1	1	1	1	1	8
GCF_018324045.1__phage8__3569	1	1	1	1	1	1	1	1	8
GCF_006130915.1__phage1__178	1	1	1	1	1	1	1	1	8
GCF_900452445.1__phage4__2574	1	1	1	1	1	1	1	1	8
GCF_900452445.1__phage4__2562	1	1	1	1	1	1	1	1	8
GCF_900452445.1__phage5__2724	1	1	1	1	1	1	1	1	8
GCF_900504435.1__phage14__635	1	1	1	1	1	1	1	1	8
GCF_013805705.1__phage6__2618	1	1	1	1	1	1	1	1	8
GCF_006130285.1__phage21__10	1	1	1	1	1	1	1	1	8
GCF_900513145.1__phage5__423	1	1	1	1	1	1	1	1	8
GCF_900513145.1__phage8__335	1	1	1	1	1	1	1	1	8
GCF_003186725.1__phage18__123	1	1	1	1	1	1	1	1	8
GCF_014170655.1__phage11__2676	1	1	1	1	1	1	1	1	8
GCF_014170655.1__phage9__2092	1	1	1	1	1	1	1	1	8
GCF_014170655.1__phage9__2084	1	1	1	1	1	1	1	1	8
GCF_014170655.1__phage5__1467	1	1	1	1	1	1	1	1	8
GCF_013392155.1__phage24__257	1	1	1	1	1	1	1	1	8
GCF_013392155.1__phage24__270	1	1	1	1	1	1	1	1	8
GCF_900506705.1__phage2__0	1	1	1	1	1	1	1	1	8
GCF_018137415.1__phage4__309	1	1	1	1	1	1	1	1	8
GCF_903171865.1__phage14__2230	1	1	1	1	1	1	1	1	8
GCF_014894805.1__phage2__105	1	1	1	1	1	1	1	1	8
GCF_014894805.1__phage2__124	1	1	1	1	1	1	1	1	8
GCF_900509295.1__phage12__114	1	1	1	1	1	1	1	1	8
GCF_016635925.1__phage2__3	1	1	1	1	1	1	1	1	8
GCF_016635925.1__phage2__0	1	1	1	1	1	1	1	1	8
GCF_021262005.1__phage4__22	1	1	1	1	1	1	1	1	8
GCF_900509055.1__phage4__66	1	1	1	1	1	1	1	1	8
GCF_900509055.1__phage21__311	1	1	1	1	1	1	1	1	8
GCF_900509055.1__phage21__319	1	1	1	1	1	1	1	1	8
GCF_900407225.1__phage15__317	1	1	1	1	1	1	1	1	8
GCF_900407225.1__phage17__18	1	1	1	1	1	1	1	1	8
GCF_900407225.1__phage18__243	1	1	1	1	1	1	1	1	8
GCF_002202275.1__phage9__2998	1	1	1	1	1	1	1	1	8
GCF_002202275.1__phage2__1181	1	1	1	1	1	1	1	1	8
GCF_002202275.1__phage4__1783	1	1	1	1	1	1	1	1	8
GCF_002202275.1__phage4__1765	1	1	1	1	1	1	1	1	8
GCF_002202275.1__phage12__3740	1	1	1	1	1	1	1	1	8
GCF_002202275.1__phage12__3752	1	1	1	1	1	1	1	1	8
GCF_018274905.1__phage20__5	1	1	1	1	1	1	1	1	8
GCF_016734985.1__phage0__7	1	1	1	1	1	1	1	1	8
GCF_019445235.1__phage1__216	1	1	1	1	1	1	1	1	8
GCF_900503945.1__phage18__28	1	1	1	1	1	1	1	1	8
GCF_900509925.1__phage15__149	1	1	1	1	1	1	1	1	8
GCF_900509925.1__phage15__160	1	1	1	1	1	1	1	1	8
GCF_900508795.1__phage12__107	1	1	1	1	1	1	1	1	8
GCF_900514295.1__phage8__29	1	1	1	1	1	1	1	1	8
GCF_016653085.1__phage4__2	1	1	1	1	1	1	1	1	8
GCF_904866235.1__phage6__2791	1	1	1	1	1	1	1	1	8
GCF_900514055.1__phage2__70	1	1	1	1	1	1	1	1	8
GCF_900514055.1__phage3__402	1	1	1	1	1	1	1	1	8
GCF_002210445.1__phage1__111	1	1	1	1	1	1	1	1	8
GCF_020178245.1__phage8__31	1	1	1	1	1	1	1	1	8
GCF_019800225.1__phage1__71	1	1	1	1	1	1	1	1	8
GCF_900504505.1__phage16__93	1	1	1	1	1	1	1	1	8
GCF_904865675.1__phage5__2678	1	1	1	1	1	1	1	1	8
GCF_904865675.1__phage5__2681	1	1	1	1	1	1	1	1	8
GCF_004313325.1__phage9__298	1	1	1	1	1	1	1	1	8
GCF_004313325.1__phage9__236	1	1	1	1	1	1	1	1	8
GCF_904863365.1__phage9__4776	1	1	1	1	1	1	1	1	8
GCF_004127855.1__phage9__0	1	1	1	1	1	1	1	1	8
GCF_004127855.1__phage4__7	1	1	1	1	1	1	1	1	8
GCF_004127855.1__phage4__22	1	1	1	1	1	1	1	1	8
GCF_006517515.1__phage0__6	1	1	1	1	1	1	1	1	8
GCF_006517515.1__phage20__177	1	1	1	1	1	1	1	1	8
GCF_900517065.1__phage8__1	1	1	1	1	1	1	1	1	8
GCF_900508985.1__phage3__115	1	1	1	1	1	1	1	1	8
GCF_009661675.2__phage6__3092	1	1	1	1	1	1	1	1	8
GCF_900516555.1__phage15__369	1	1	1	1	1	1	1	1	8
GCF_900516555.1__phage15__379	1	1	1	1	1	1	1	1	8
GCF_009925345.1__phage5__98	1	1	1	1	1	1	1	1	8
GCF_004011635.1__phage0__123	1	1	1	1	1	1	1	1	8
GCF_003037165.1__phage7__2877	1	1	1	1	1	1	1	1	8
GCF_002181585.1__phage13__60	1	1	1	1	1	1	1	1	8
GCF_002264855.1__phage10__0	1	1	1	1	1	1	1	1	8
GCF_003196305.1__phage20__90	1	1	1	1	1	1	1	1	8
GCF_015643895.1__phage8__241	1	1	1	1	1	1	1	1	8
GCF_019930345.1__phage5__39	1	1	1	1	1	1	1	1	8
GCF_011742085.1__phage20__0	1	1	1	1	1	1	1	1	8
GCF_002740845.1__phage2__14	1	1	1	1	1	1	1	1	8
GCF_002740845.1__phage22__555	1	1	1	1	1	1	1	1	8
GCF_002740845.1__phage1__12	1	1	1	1	1	1	1	1	8
GCF_002740845.1__phage1__19	1	1	1	1	1	1	1	1	8
GCF_021168535.1__phage8__4	1	1	1	1	1	1	1	1	8
GCF_015831465.1__phage4__43	1	1	1	1	1	1	1	1	8
GCF_018137455.1__phage24__85	1	1	1	1	1	1	1	1	8
GCF_018137455.1__phage24__98	1	1	1	1	1	1	1	1	8
GCF_014531815.1__phage23__0	1	1	1	1	1	1	1	1	8
GCF_021136935.1__phage7__109	1	1	1	1	1	1	1	1	8
GCF_011784425.1__phage2__2606	1	1	1	1	1	1	1	1	8
GCF_011784425.1__phage4__3178	1	1	1	1	1	1	1	1	8
GCF_021263225.1__phage2__1215	1	1	1	1	1	1	1	1	8
GCF_021263225.1__phage10__26	1	1	1	1	1	1	1	1	8
GCF_002365935.1__phage9__254	1	1	1	1	1	1	1	1	8
GCF_015022235.1__phage9__3051	1	1	1	1	1	1	1	1	8
GCF_900510025.1__phage0__115	1	1	1	1	1	1	1	1	8
GCF_900510025.1__phage2__326	1	1	1	1	1	1	1	1	8
GCF_900500855.1__phage16__231	1	1	1	1	1	1	1	1	8
GCF_002181875.1__phage10__313	1	1	1	1	1	1	1	1	8
GCF_002181875.1__phage18__351	1	1	1	1	1	1	1	1	8
GCF_015694085.1__phage10__3377	1	1	1	1	1	1	1	1	8
GCF_019093425.1__phage17__0	1	1	1	1	1	1	1	1	8
GCF_003285165.1__phage2__1189	1	1	1	1	1	1	1	1	8
GCF_011045775.1__phage1__1357	1	1	1	1	1	1	1	1	8
GCF_019051645.1__phage13__3911	1	1	1	1	1	1	1	1	8
GCF_019051645.1__phage4__1333	1	1	1	1	1	1	1	1	8
GCF_019051645.1__phage4__1325	1	1	1	1	1	1	1	1	8
GCF_900506415.1__phage2__50	1	1	1	1	1	1	1	1	8
GCF_006130515.1__phage23__123	1	1	1	1	1	1	1	1	8
GCF_006130515.1__phage23__112	1	1	1	1	1	1	1	1	8
GCF_009930855.1__phage9__2565	1	1	1	1	1	1	1	1	8
GCF_018274525.2__phage16__3718	1	1	1	1	1	1	1	1	8
GCF_021166195.1__phage6__1403	1	1	1	1	1	1	1	1	8
GCF_900506665.1__phage13__597	1	1	1	1	1	1	1	1	8
GCF_900506665.1__phage13__609	1	1	1	1	1	1	1	1	8
GCF_003955375.1__phage18__67	1	1	1	1	1	1	1	1	8
GCF_900510665.1__phage6__1	1	1	1	1	1	1	1	1	8
GCF_002775255.1__phage6__468	1	1	1	1	1	1	1	1	8
GCF_002775255.1__phage18__73	1	1	1	1	1	1	1	1	8
GCF_002775255.1__phage1__77	1	1	1	1	1	1	1	1	8
GCF_019927655.1__phage1__94	1	1	1	1	1	1	1	1	8
GCF_021263205.1__phage2__161	1	1	1	1	1	1	1	1	8
GCF_006364295.1__phage1__376	1	1	1	1	1	1	1	1	8
GCF_905329555.1__phage13__3733	1	1	1	1	1	1	1	1	8
GCF_905329555.1__phage13__3729	1	1	1	1	1	1	1	1	8
GCF_905329555.1__phage9__2799	1	1	1	1	1	1	1	1	8
GCF_905329555.1__phage12__3293	1	1	1	1	1	1	1	1	8
GCF_905329555.1__phage12__3298	1	1	1	1	1	1	1	1	8
GCF_019428125.1__phage6__465	1	1	1	1	1	1	1	1	8
GCF_902164985.1__phage11__50	1	1	1	1	1	1	1	1	8
GCF_902164985.1__phage14__50	1	1	1	1	1	1	1	1	8
GCF_902164985.1__phage4__153	1	1	1	1	1	1	1	1	8
GCF_003339485.1__phage23__406	1	1	1	1	1	1	1	1	8
GCF_002856455.1__phage4__96	1	1	1	1	1	1	1	1	8
GCF_017161385.1__phage12__2099	1	1	1	1	1	1	1	1	8
GCF_017161385.1__phage16__3278	1	1	1	1	1	1	1	1	8
GCF_014595775.1__phage3__153	1	1	1	1	1	1	1	1	8
GCF_014595775.1__phage3__150	1	1	1	1	1	1	1	1	8
GCF_004311285.1__phage7__51	1	1	1	1	1	1	1	1	8
GCF_003413485.1__phage11__3054	1	1	1	1	1	1	1	1	8
GCF_003413485.1__phage24__1773	1	1	1	1	1	1	1	1	8
GCF_003413485.1__phage14__339	1	1	1	1	1	1	1	1	8
GCF_003413485.1__phage18__983	1	1	1	1	1	1	1	1	8
GCF_003660185.1__phage4__1761	1	1	1	1	1	1	1	1	8
GCF_900774415.1__phage4__128	1	1	1	1	1	1	1	1	8
GCF_900774415.1__phage4__119	1	1	1	1	1	1	1	1	8
GCF_916173005.1__phage18__76	1	1	1	1	1	1	1	1	8
GCF_916173005.1__phage18__78	1	1	1	1	1	1	1	1	8
GCF_019703165.1__phage10__3255	1	1	1	1	1	1	1	1	8
GCF_019703165.1__phage8__2791	1	1	1	1	1	1	1	1	8
GCF_015645985.1__phage13__298	1	1	1	1	1	1	1	1	8
GCF_011044805.1__phage5__331	1	1	1	1	1	1	1	1	8
GCF_011044805.1__phage5__339	1	1	1	1	1	1	1	1	8
GCF_020889145.1__phage3__52	1	1	1	1	1	1	1	1	8
GCF_900511055.1__phage18__52	1	1	1	1	1	1	1	1	8
GCF_002269925.1__phage0__0	1	1	1	1	1	1	1	1	8
GCF_019038575.1__phage0__70	1	1	1	1	1	1	1	1	8
GCF_019038575.1__phage0__67	1	1	1	1	1	1	1	1	8
GCF_019038575.1__phage15__4492	1	1	1	1	1	1	1	1	8
GCF_019287035.1__phage19__182	1	1	1	1	1	1	1	1	8
GCF_016652915.1__phage15__37	1	1	1	1	1	1	1	1	8
GCF_016635865.1__phage16__506	1	1	1	1	1	1	1	1	8
GCF_016635865.1__phage16__503	1	1	1	1	1	1	1	1	8
GCF_003195675.1__phage8__18	1	1	1	1	1	1	1	1	8
GCF_003195675.1__phage8__1	1	1	1	1	1	1	1	1	8
GCF_905127585.1__phage1__281	1	1	1	1	1	1	1	1	8
GCF_000567765.2__phage1__979	1	1	1	1	1	1	1	1	8
GCF_001938605.1__phage19__501	1	1	1	1	1	1	1	1	8
GCF_001938605.1__phage19__514	1	1	1	1	1	1	1	1	8
GCF_001938605.1__phage5__651	1	1	1	1	1	1	1	1	8
GCF_900503925.1__phage21__163	1	1	1	1	1	1	1	1	8
GCF_900503925.1__phage21__183	1	1	1	1	1	1	1	1	8
GCF_015138775.1__phage5__3096	1	1	1	1	1	1	1	1	8
GCF_015138775.1__phage3__2537	1	1	1	1	1	1	1	1	8
GCF_003010735.1__phage14__3794	1	1	1	1	1	1	1	1	8
GCF_003010735.1__phage21__122	1	1	1	1	1	1	1	1	8
GCF_003010735.1__phage3__751	1	1	1	1	1	1	1	1	8
GCF_019900805.1__phage4__1733	1	1	1	1	1	1	1	1	8
GCF_021461305.1__phage2__1243	1	1	1	1	1	1	1	1	8
GCF_002855355.1__phage16__122	1	1	1	1	1	1	1	1	8
GCF_021137015.1__phage3__3	1	1	1	1	1	1	1	1	8
GCF_009873545.1__phage28__1592	1	1	1	1	1	1	1	1	8
GCF_009873545.1__phage18__2976	1	1	1	1	1	1	1	1	8
GCF_017639085.1__phage2__1644	1	1	1	1	1	1	1	1	8
GCF_002851335.1__phage8__472	1	1	1	1	1	1	1	1	8
GCF_002851335.1__phage8__480	1	1	1	1	1	1	1	1	8
GCF_002851335.1__phage18__3	1	1	1	1	1	1	1	1	8
GCF_900514615.1__phage3__12	1	1	1	1	1	1	1	1	8
GCF_020615495.1__phage7__15	1	1	1	1	1	1	1	1	8
GCF_020615495.1__phage34__0	1	1	1	1	1	1	1	1	8
GCF_002845185.1__phage15__14	1	1	1	1	1	1	1	1	8
GCF_900498755.1__phage14__105	1	1	1	1	1	1	1	1	8
GCF_003195215.1__phage6__31	1	1	1	1	1	1	1	1	8
GCF_905335825.1__phage8__2841	1	1	1	1	1	1	1	1	8
GCF_905335825.1__phage8__2844	1	1	1	1	1	1	1	1	8
GCF_001874865.1__phage10__3118	1	1	1	1	1	1	1	1	8
GCF_001874865.1__phage10__3126	1	1	1	1	1	1	1	1	8
GCF_001874865.1__phage4__1474	1	1	1	1	1	1	1	1	8
GCF_001874865.1__phage4__1471	1	1	1	1	1	1	1	1	8
GCF_004313125.1__phage8__147	1	1	1	1	1	1	1	1	8
GCF_004313125.1__phage8__144	1	1	1	1	1	1	1	1	8
GCF_002185885.2__phage6__100	1	1	1	1	1	1	1	1	8
GCF_014284075.1__phage13__2	1	1	1	1	1	1	1	1	8
GCF_016652055.1__phage10__61	1	1	1	1	1	1	1	1	8
GCF_904865755.1__phage13__3880	1	1	1	1	1	1	1	1	8
GCF_904865755.1__phage12__3300	1	1	1	1	1	1	1	1	8
GCF_011769825.1__phage7__3702	1	1	1	1	1	1	1	1	8
GCF_016528165.1__phage9__396	1	1	1	1	1	1	1	1	8
GCF_015694065.1__phage0__1327	1	1	1	1	1	1	1	1	8
GCF_015694065.1__phage0__1315	1	1	1	1	1	1	1	1	8
GCF_006974165.1__phage5__4306	1	1	1	1	1	1	1	1	8
GCF_002851375.1__phage8__43	1	1	1	1	1	1	1	1	8
GCF_900509395.1__phage12__106	1	1	1	1	1	1	1	1	8
GCF_011029575.1__phage0__329	1	1	1	1	1	1	1	1	8
GCF_011030105.1__phage16__344	1	1	1	1	1	1	1	1	8
GCF_015910145.1__phage5__1337	1	1	1	1	1	1	1	1	8
GCF_021135715.1__phage0__46	1	1	1	1	1	1	1	1	8
GCF_021503305.1__phage6__2640	1	1	1	1	1	1	1	1	8
GCF_900506265.1__phage6__155	1	1	1	1	1	1	1	1	8
GCF_900506265.1__phage6__167	1	1	1	1	1	1	1	1	8
GCF_018137595.1__phage0__115	1	1	1	1	1	1	1	1	8
GCF_018137595.1__phage14__230	1	1	1	1	1	1	1	1	8
GCF_018137595.1__phage8__106	1	1	1	1	1	1	1	1	8
GCF_020525605.1__phage4__2730	1	1	1	1	1	1	1	1	8
GCF_900508225.1__phage0__48	1	1	1	1	1	1	1	1	8
GCF_002249975.2__phage11__2891	1	1	1	1	1	1	1	1	8
GCF_011065385.1__phage6__4047	1	1	1	1	1	1	1	1	8
GCF_011065385.1__phage5__3319	1	1	1	1	1	1	1	1	8
GCF_014655015.1__phage7__361	1	1	1	1	1	1	1	1	8
GCF_014655015.1__phage7__363	1	1	1	1	1	1	1	1	8
GCF_004312705.1__phage9__1	1	1	1	1	1	1	1	1	8
GCF_004312705.1__phage2__169	1	1	1	1	1	1	1	1	8
GCF_013730235.1__phage26__4346	1	1	1	1	1	1	1	1	8
GCF_013730235.1__phage9__1395	1	1	1	1	1	1	1	1	8
GCF_013730235.1__phage9__1392	1	1	1	1	1	1	1	1	8
GCF_013730235.1__phage15__2184	1	1	1	1	1	1	1	1	8
GCF_013730235.1__phage15__2176	1	1	1	1	1	1	1	1	8
GCF_013730235.1__phage10__1426	1	1	1	1	1	1	1	1	8
GCF_013730235.1__phage23__3351	1	1	1	1	1	1	1	1	8
GCF_013730235.1__phage17__2371	1	1	1	1	1	1	1	1	8
GCF_900498465.1__phage12__127	1	1	1	1	1	1	1	1	8
GCF_019166145.1__phage17__50	1	1	1	1	1	1	1	1	8
GCF_019166145.1__phage17__47	1	1	1	1	1	1	1	1	8
GCF_019426545.1__phage15__104	1	1	1	1	1	1	1	1	8
GCF_019426545.1__phage2__729	1	1	1	1	1	1	1	1	8
GCF_004313445.1__phage0__354	1	1	1	1	1	1	1	1	8
GCF_001874695.1__phage8__2778	1	1	1	1	1	1	1	1	8
GCF_009498255.1__phage1__1306	1	1	1	1	1	1	1	1	8
GCF_009498255.1__phage1__1296	1	1	1	1	1	1	1	1	8
GCF_001022175.1__phage11__3388	1	1	1	1	1	1	1	1	8
GCF_001022175.1__phage13__4009	1	1	1	1	1	1	1	1	8
GCF_001022175.1__phage20__4869	1	1	1	1	1	1	1	1	8
GCF_002248585.1__phage13__299	1	1	1	1	1	1	1	1	8
GCF_013376595.1__phage6__2704	1	1	1	1	1	1	1	1	8
GCF_019096315.1__phage15__97	1	1	1	1	1	1	1	1	8
GCF_019096315.1__phage15__94	1	1	1	1	1	1	1	1	8
GCF_904865695.1__phage11__3761	1	1	1	1	1	1	1	1	8
GCF_904865695.1__phage10__3210	1	1	1	1	1	1	1	1	8
GCF_904865695.1__phage8__2942	1	1	1	1	1	1	1	1	8
GCF_019402045.1__phage17__124	1	1	1	1	1	1	1	1	8
GCF_900504015.1__phage9__342	1	1	1	1	1	1	1	1	8
GCF_016804125.1__phage1__1403	1	1	1	1	1	1	1	1	8
GCF_002187015.1__phage0__328	1	1	1	1	1	1	1	1	8
GCF_002187015.1__phage6__374	1	1	1	1	1	1	1	1	8
GCF_900502245.1__phage15__70	1	1	1	1	1	1	1	1	8
GCF_900502245.1__phage8__479	1	1	1	1	1	1	1	1	8
GCF_900502245.1__phage8__482	1	1	1	1	1	1	1	1	8
GCF_900502245.1__phage8__464	1	1	1	1	1	1	1	1	8
GCF_900517435.1__phage2__56	1	1	1	1	1	1	1	1	8
GCF_900517435.1__phage17__106	1	1	1	1	1	1	1	1	8
GCF_014282985.1__phage8__3	1	1	1	1	1	1	1	1	8
GCF_008704095.1__phage15__291	1	1	1	1	1	1	1	1	8
GCF_021519925.1__phage5__220	1	1	1	1	1	1	1	1	8
GCF_021519925.1__phage8__133	1	1	1	1	1	1	1	1	8
GCF_902163515.1__phage7__48	1	1	1	1	1	1	1	1	8
GCF_000812525.1__phage18__1	1	1	1	1	1	1	1	1	8
GCF_013134425.1__phage0__47	1	1	1	1	1	1	1	1	8
GCF_013134425.1__phage16__21	1	1	1	1	1	1	1	1	8
GCF_013134425.1__phage16__13	1	1	1	1	1	1	1	1	8
GCF_016810915.1__phage15__52	1	1	1	1	1	1	1	1	8
GCF_016810915.1__phage15__99	1	1	1	1	1	1	1	1	8
GCF_019679125.1__phage5__69	1	1	1	1	1	1	1	1	8
GCF_900507025.1__phage15__203	1	1	1	1	1	1	1	1	8
GCF_002187935.3__phage10__2831	1	1	1	1	1	1	1	1	8
GCF_002187935.3__phage12__3489	1	1	1	1	1	1	1	1	8
GCF_903171885.1__phage7__1489	1	1	1	1	1	1	1	1	8
GCF_900501905.1__phage0__50	1	1	1	1	1	1	1	1	8
GCF_004313565.1__phage6__389	1	1	1	1	1	1	1	1	8
GCF_900503525.1__phage7__30	1	1	1	1	1	1	1	1	8
GCF_008120425.1__phage18__8	1	1	1	1	1	1	1	1	8
GCF_014840795.1__phage3__310	1	1	1	1	1	1	1	1	8
GCF_016634465.1__phage4__223	1	1	1	1	1	1	1	1	8
